Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
0,0.496416906,0.500599651,0.533593875,0.597543925,0.597543925,0.998827311,0.797129518,0.809071058,0.303366697,0.781297693,0.000205024,0.00020595,0.468087533,0.000350035,0,0.182883149,0.182883149,0.182883149,0.19892219,0.327933791,0.013037494,0.087126456,0.158092943,0.021965519,0.847807126,0.688414996,0.688413756,0.217470446,6630000000,0.000418235,0.263494728,0.384784472,0.00731979,0.004520348,0.630003699,0.007791426,0.136167125,0.863832875,0.005126484,0.375548835,0.005495028,0.087221327,0.15737878,0.396018076,0.050974513,0.001186938,0.005330954,0.000103371,4920000000,0.018548387,0.021171217,0.382533186,0.051080536,0.768010068,0.305092753,0.346102793,0.179452999,0.006296692,0.010752484,0.088277424,0.353064401,0.277395534,0.002997939,0.610876199,0.733253821,0.330493827,0.015355134,0.925562167,0.002048674,0.018451736,0.00027618,0.00024879,0.593950823,0.000384034,0.671642444,0.491905138,0.610876199,0.330493827,0.120281382,0.685335594,0.467190846,0.619436237,0.321888405,0.03955285,0,0.776357303,0.088084696,0.623717609,0.597545219,0.838359717,0.280429881,0.026637183,0.564298998,1,0.027071159
1,0.469458392,0.539249891,0.526901868,0.602091411,0.602076997,0.999001441,0.797386832,0.809365434,0.303451775,0.781609975,0.000103263,0,0.464348322,0.000739074,0,0.177952889,0.177952889,0.177952889,0.216223882,0.320011318,0.009014323,0.096897647,0.170143858,0.022217451,0.848401205,0.689855348,0.68982208,0.217639573,7460000000,0.000446409,0.26421195,0.379270519,0.004866755,0.00215225,0.636431693,0.00737012,0.132055507,0.867944493,0.005045812,0.377480244,0.005423126,0.096894491,0.169165221,0.396366404,0.04197901,0.001152445,0.005491489,7910000000,3250000000,0.016612903,0.009350352,0.393206847,0.042055407,0.742226715,0.077032876,0.138242662,0.011381884,0.002712423,0.00112433,0.053358147,0.344073686,0.275900166,0.005918474,0.375512691,0.731297574,0.328724433,0.059386738,0.931610241,0.002318289,0.007297185,0.000139496,8040000000,0.593892519,3140000000,0.671516101,0.710597971,0.375512691,0.328724433,0.125439274,0.616597706,0.454211079,0.579259033,0.310132196,0.058459701,0,0.79972009,0.007231962,0.622374189,0.60208922,0.840355981,0.280123918,0.032779705,0.569441441,1,0.028017811
1,0.440842393,0.469962931,0.488516516,0.591641563,0.591641563,0.998790221,0.797043471,0.808979659,0.303293945,0.781213202,0.000147205,3360000000,0.464125211,0.00089709,0,0.143567486,0.143567486,0.143567486,0.195424033,0.321496781,0.012160261,0.08557935,0.155155532,0.022155171,0.848073744,0.689585767,0.689585767,0.217614407,5130000000,0.000365482,0.265497976,0.384607503,0.002169728,0.000941999,0.629331448,0.018052326,0.196934426,0.803065574,0.004913971,0.386017809,0.005588257,0.085527709,0.154196516,0.399792075,0.085457271,0.001513599,0.004178177,0.000108912,6810000000,0.033225806,0.016700204,0.382454038,0.030208701,0.662501905,0.123971776,0.203863031,0.005536465,0.001310937,0.000180232,0.162885017,0.347173462,0.276842096,0.002575464,0.789716006,0.721136197,0.338934705,0.020423319,0.884894515,0.001921575,0.02766389,7950000000,4940000000,0.593815441,645000000,0.671572018,0.67776851,0.789716006,0.338934705,0.122828518,0.642618931,0.459233988,0.605886028,0.314480464,0.122531571,0,0.745995096,0.003865476,0.627466597,0.591637088,0.833175774,0.287870801,0.026472513,0.562983129,1,0.017571076
1,0.426071272,0.499018753,0.472295091,0.601450006,0.601363525,0.998857353,0.796403369,0.808387521,0.302035177,0.780283936,0.00023613,25500000,0.458520587,0.000790079,0,0.17791075,0.17791075,0.193712865,0.180580505,0.307101931,0.005944008,0.092337758,0.142803344,0.022760097,0.848094013,0.689462677,0.68946966,0.217601299,7280000000,0.000396425,0.264183976,0.36891323,0.011542554,0.00534756,0.629631443,0.021247686,0.207515796,0.792484204,0.005099899,0.37909292,0.006561982,0.092318465,0.148035593,0.406580451,0.014992504,0.001495338,0.004226849,65000000,2650000000,0.013387097,0.02899696,0.381967843,0.141016312,0.829501915,0.340200878,0.602805702,0.000990944,0.006302481,5340000000,0.098162065,0.336731495,0.277455528,0.013878786,0.446027487,0.742728638,0.334776851,0.003715116,0.909903362,0.002060071,0.021387428,0.001791094,0.001022676,0.594501851,761000000,0.671571322,0.276179222,0.446027487,0.334776851,0.117922319,0.64276455,0.459254036,0.53849054,0.314515426,0.025346489,0,0.774669697,0.040002853,0.623841038,0.60144934,0.836774309,0.290188533,0.02655472,0.563706076,1,0.016474114
0,0.609857164,0.681530746,0.676428074,0.620079563,0.620043529,0.999205497,0.797665311,0.809575051,0.303511716,0.7818518,0.000187447,0.000171653,0.478630801,0,0.001012248,0.210652733,0.210652733,0.210652733,0.275408906,0.339322346,0.047597441,0.149499226,0.219401973,0.022142797,0.848074943,0.689489078,0.689489078,0.217604342,8930000000,0.000513287,0.264595038,0.393269625,0.02066889,0.014933492,0.630612594,0.002743049,0.068113795,0.931886205,0.006398282,0.369637181,0.005365848,0.149494357,0.217902119,0.400526243,0.20089955,0.001424325,0.004437765,8690000000,0.000720942,0.036935484,0.031159026,0.417358269,0.005671253,0.895022388,0.571010716,0.74435057,0.210432881,0.015298869,0.016301815,0.068170465,0.38856229,0.277162146,0.014210824,0.924176437,0.739692528,0.32851999,0,0.961200844,0.002561404,0.040180938,0.000162086,0.000127105,0.594000038,0.000128759,0.671577737,0.129788077,0.924176437,0.32851999,0.110933234,0.654431762,0.463437285,0.673772473,0.315964043,0.014184742,0,0.873924701,0.002243622,0.624039738,0.620080703,0.844748399,0.27676828,0.026791277,0.565158969,1,0.056615766
0,0.468775898,0.45142826,0.503346004,0.573264244,0.573264244,0.998569641,0.796734141,0.808706375,0.303215151,0.781038184,7320000000,0,0.465804417,0.000326033,0,0.156630568,0.156630568,0.156630568,0.18663137,0.322168777,0.011842643,0.073609641,0.142351435,0.021596043,0.847372954,0.687198146,0.687198146,0.217405814,5110000000,0.000363261,0.262964776,0.379987705,0.008777508,0.005002576,0.630211915,0.016792055,0.192066995,0.807933005,0.005064499,0.387554436,0.005365848,0.074397056,0.142394993,0.401300603,0.050974513,0.000862305,0.007327393,7410000000,4310000000,0.022580645,0.009256349,0.379876077,0.02621818,0.779778748,0.242055947,0.335150413,0.097412269,0.006175877,0.007175244,0.071720821,0.345408602,0.277458056,0.007071076,0.348700717,0.735337905,0.331546321,0.039200683,0.915673834,0.001586566,0.014476731,0.000243026,0.000179006,0.593969994,0.000190653,0.671518069,0.631401899,0.348700717,0.331546321,0.146268182,0.60708246,0.454486094,0.593982242,0.305108719,0.033155605,0,0.741395798,0.002736497,0.623734879,0.573263568,0.832889636,0.286956934,0.026701124,0.564689118,1,0.018117464
0,0.561302589,0.609954208,0.612345415,0.612440364,0.612440364,0.999111095,0.797524204,0.809436391,0.303462651,0.781704852,0.000159925,9370000000,0.472762806,0.000237024,0.045854844,0.181703257,0.181703257,0.181703257,0.240238253,0.333062177,0.041275315,0.124175556,0.191383596,0.022187236,0.848443167,0.696774598,0.696774598,0.218580606,8040000000,0.000513137,0.265173944,0.399873328,0.016451743,0.011146781,0.630670128,0.004851403,0.102457901,0.897542099,0.007806175,0.37122749,0.005365848,0.123357272,0.189834854,0.40334368,0.215892054,0.001217372,0.00519689,7620000000,0.001512239,0.045806452,0.024099996,0.404016191,0.001917979,0.895472353,0.640168435,0.836634921,0.236439931,0.012153738,0.013032711,0.096002374,0.370796478,0.277186195,0.011445317,0.880636597,0.741088426,0.330058482,0.001347174,0.945794866,0.00239439,0.043707047,0.000163043,0.000127446,0.59399133,0.000129543,0.67159163,0.063379189,0.880636597,0.330058482,0.112554584,0.688579413,0.470485307,0.665835041,0.321088673,0.017831462,0,0.838028232,0.000736789,0.624062172,0.612439296,0.843027566,0.278297233,0.02680841,0.565239342,1,0.037002916
0,0.614585872,0.68114915,0.669896675,0.615150117,0.615150117,0.999176957,0.797633216,0.809527139,0.303515341,0.781797624,0.000137492,0.000140413,0.477421303,0.000309031,0.07622229,0.236526063,0.236526063,0.236526063,0.2963033,0.356405178,0.078799704,0.174660044,0.245386759,0.022166597,0.848087202,0.689544651,0.689544651,0.217611858,0.000110391,0.000647217,0.264950152,0.404418613,0.019204308,0.015121892,0.630663621,0.00441733,0.096260241,0.903739759,0.008313348,0.370558711,0.005365848,0.174629928,0.24087927,0.402742145,0.24137931,0.001170706,0.00540439,0.000129165,0.001811812,0.04983871,0.049486656,0.42760227,0.003589363,0.912629937,0.742020335,0.863552372,0.264899521,0.015920182,0.016474595,0.085032498,0.380627007,0.277104048,0.008827998,0.827594834,0.741858741,0.329509268,0.002034711,0.959458504,0.002587764,0.034082812,0.000169074,0.000149319,0.594000583,0.000145409,0.671577684,0.057655316,0.827594834,0.329509268,0.113382502,0.655626101,0.4625846,0.691068161,0.316324577,0.015272513,0,0.867351597,0.002722377,0.624209532,0.61514598,0.844953394,0.277982794,0.026805973,0.565228065,1,0.039552639
0,0.538829035,0.578881378,0.604207934,0.622414563,0.622414563,0.999102776,0.797511476,0.809447198,0.303457817,0.781723519,0.000328408,0.000295257,0.475411624,0,0,0.188951161,0.188951161,0.188951161,0.230027418,0.328605786,0.022006443,0.109763049,0.180387136,0.022168319,0.848102542,0.689790658,0.689790658,0.217649263,7640000000,0.000458237,0.264466047,0.390149398,0.026225191,0.020579248,0.630612252,0.002249701,0.058258004,0.941741996,0.007087379,0.369637181,0.005365848,0.109458205,0.179156926,0.396740186,0.122938531,0.001172735,0.005391581,0.000234638,0.000618815,0.02483871,0.019443914,0.401144253,0.00404928,0.925876084,0.846030923,0.830417058,0.273267165,0.025730902,0.024026182,0.060008161,0.380381971,0.276990425,0.001626475,0.942592944,0.740965153,0.328154206,0,0.94051507,0.0023174,0.05155616,0.000290326,0.000302477,0.59407502,0.000258577,0.671635429,0.096024456,0.942592944,0.328154206,0.110933234,0.729245514,0.495421798,0.642818091,0.324624536,0.011150101,0,0.822346216,0.000890446,0.624468752,0.62241458,0.841568621,0.276410699,0.026791157,0.565158396,1,0.066206326
0,0.548481451,0.581988661,0.609186787,0.617895905,0.617895905,0.999100465,0.797488512,0.80940892,0.303422529,0.781734045,0.000258101,0.00025315,0.474873137,0.000124012,0,0.167797396,0.167797396,0.167797396,0.232296492,0.32697885,0.02367016,0.110577315,0.179182044,0.022271371,0.848258602,0.689859099,0.689859099,0.217656006,7730000000,0.000479548,0.26580025,0.395635409,0.016534738,0.012657722,0.630639991,0.003540977,0.082443994,0.917556006,0.005673146,0.370421152,0.005365848,0.110606283,0.178199231,0.399893894,0.178410795,0.001089548,0.005805727,0.000148655,0.000340424,0.035483871,0.025001836,0.403575224,0.008424019,0.86049639,0.551728111,0.631285712,0.278483839,0.013962383,0.020388763,0.072159731,0.373756623,0.27710295,0.006991681,0.814620917,0.738228078,0.328822967,0.001890393,0.931966327,0.002311323,0.058387547,0.00014556,0.000131453,0.593983994,0.000181877,0.671623614,0.225104846,0.814620917,0.328822967,0.112494678,0.744585425,0.489993652,0.654938555,0.327741356,0.017742116,0,0.823767,0.000794744,0.623947498,0.617892369,0.841831657,0.277346885,0.026799804,0.565199294,1,0.046547475
